Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
DGGXF,DIGITALX LTD ORD,OTCQB,0.017000,-0.173152,18484,Foreign Ordinary Shares,Australia,Western Australia
VYYRF,VOYAGEUR PHARMS LTD,Pink Limited,0.100000,,0,Foreign Ordinary Shares,Canada,Alberta
CXDEF,CYPHER METAVERSE INC,Pink Limited,0.326600,,0,Foreign Ordinary Shares,Canada,British Columbia
BVVBY,BUREAU VERITAS SA UNS/ADR,Pink Limited,64.660000,-0.006377,9597,ADRs,France,
FWEDF,FIREWEED METALS CORP,OTCQX,2.620000,-0.022388,81946,Foreign Ordinary Shares,Canada,British Columbia
RRDMF,ROYAL ROAD MINERALS LTD,OTCQB,0.166700,-0.073889,22000,Foreign Ordinary Shares,Jersey,
VTYB,VICTORY BANCORP INC,OTCQX,20.400000,0.000000,7800,Common Stock,USA,Pennsylvania
HAZAF,HAZAMA ANDO CORP,Pink Limited,7.770000,,0,Foreign Ordinary Shares,Japan,
BPTNF,PT BARITO PACIFIC TBK,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
RUMOF,RUMO SA,Pink Limited,3.800000,,0,Foreign Ordinary Shares,,
DTMXF,DATAMETREX AI LIMIT,Pink Limited,0.065550,,3,Foreign Ordinary Shares,Canada,Ontario
PRDIY,PARADOX INTERACTIVE U/ADR,Pink Limited,0.000000,,0,ADRs,Sweden,
PRXXF,PARADOX INTERACTIVE AB,Pink Limited,16.530000,,0,Foreign Ordinary Shares,Sweden,
AZZTF,AZTEC MINERALS CORP,OTCQB,0.301490,-0.027452,577023,Foreign Ordinary Shares,Canada,British Columbia
DOCKF,REPUBLIC TECHNOLOGIES INC,OTCQB,0.156700,,0,Foreign Ordinary Shares,Canada,British Columbia
PUMSY,PUMA SE UNSP/ADR,Pink Limited,2.550000,-0.065934,77010,ADRs,Germany,
GRXXF,CRITICAL REAGNT PROCESSNG,Pink Limited,0.021000,,6,Foreign Ordinary Shares,Canada,British Columbia
ECLMF,ECOLOMONDO CORP,OTCQB,0.131200,,0,Foreign Ordinary Shares,Canada,Quebec
BLLYF,80 MILE PLC,Pink Limited,0.016208,0.032357,5304629,Foreign Ordinary Shares,United Kingdom,England
MEDXF,MEDEXUS PHARMS INC,OTCQX,2.119000,0.017771,10700,Foreign Ordinary Shares,Canada,Ontario
PRLLY,PIRELLI & C SPA UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
SRSSF,S2 RES LTD,Pink Limited,0.087100,,0,Foreign Ordinary Shares,,
IVINF,INVINCIBLE INVESTMENT CRP,Pink Limited,339.500000,,0,Foreign Ordinary Shares,,
FVGPY,FINVOLUTION GRP ADR 144A,Pink Limited,0.000000,,0,ADRs,China,
PCRCF,BOLT METALS CORP,OTCQB,0.466000,,4,Foreign Ordinary Shares,Canada,British Columbia
AIJTY,JIANPU TECHNOLOGY S/ADR,OTCQB,0.910000,-0.052083,7299,ADRs,China,
DVDDF,DIVIDEND 15 SPLIT CP II A,Pink Limited,5.750000,,0,Foreign Ordinary Shares,,
TSNDF,TERRASCENT CORP,OTCQX,0.632340,-0.012123,1113974,Foreign Ordinary Shares,USA,New Jersey
CNGGF,CANN GROUP LTD,Pink Limited,0.006350,,0,Foreign Ordinary Shares,Australia,Victoria
BAWAY,BAWAG GROUP AG U/ADS,Pink Limited,38.070000,,0,ADRs,Austria,
BWAGF,BAWAG GROUP AG ORD,Pink Limited,166.000000,,45,Foreign Ordinary Shares,Austria,
BENZF,BENZ MNG CORP,Pink Limited,1.827600,-0.063538,24173,Foreign Ordinary Shares,Canada,Ontario
EXROF,EXRO TECHNOLOGIES INC,Pink Limited,0.003500,-0.078947,2150,Foreign Ordinary Shares,Canada,Alberta
RRUUF,REFINED ENERGY CORP,OTCQB,0.476080,0.034507,54491,Foreign Ordinary Shares,Canada,British Columbia
FRRGF,FRONTIER DIGITAL VENTURES,Pink Limited,0.550000,,0,Foreign Ordinary Shares,,
ENSCW,ENSYSCE BIOSCIENCE WTS,Pink Limited,0.003600,,0,Warrants,USA,California
EXXBF,EXEBLOCK TECHNOLOGY CORP,Pink Limited,0.043300,,0,Foreign Ordinary Shares,Canada,Nova Scotia
NLLGF,NILORNGRUPPEN AB,Pink Limited,5.763871,,0,Foreign Ordinary Shares,Sweden,
HLAGF,HAPAG-LLOYD AKTIEN,Pink Limited,147.115300,,0,Foreign Ordinary Shares,Germany,
NIJPF,NIPPON PAPER INDUS CO LTD,Pink Limited,7.100000,,0,Foreign Ordinary Shares,Japan,
ZZHGF,ZHONGAN ONLINE P&C ORD,Pink Limited,1.500000,,0,Foreign Ordinary Shares,China,
ZZHGY,ZHONGAN ONLINE P&C ADR,Pink Limited,1.980000,,0,ADRs,China,
PRRVF,PROVIDENCE GOLD MINES INC,Pink Limited,0.060000,0.000000,9500,Foreign Ordinary Shares,Canada,British Columbia
ESIFF,AI ARTIFICIAL INTL VNTRS,OTCQB,0.281800,,0,Foreign Ordinary Shares,Canada,British Columbia
BBKCF,BIGG DIGITAL ASSETS INC,OTCQB,0.050000,-0.051233,239301,Foreign Ordinary Shares,Canada,British Columbia
ELIXF,ELIXXER LTD,Pink Limited,0.033500,,0,Foreign Ordinary Shares,Canada,Ontario
KRKKF,KRUK SA WROCLAW,Pink Limited,126.570000,,0,Foreign Ordinary Shares,Poland,
CHNXF,CHITOGENX INC,Pink Limited,0.007550,,0,Foreign Ordinary Shares,Canada,Quebec
CBBLF,CBLT INC,Pink Limited,0.023000,,0,Foreign Ordinary Shares,Canada,Ontario
RROTF,ROOTS CORP,Pink Limited,2.340000,,0,Foreign Ordinary Shares,,
XTCYF,PEGASUS MERCANTILE INC,Pink Limited,0.120000,2.084833,55000,Foreign Ordinary Shares,Canada,British Columbia
ONVVF,ONEVIEW HLTHCRE CHESS DEP,Pink Limited,0.160000,,0,Other Security Type,Ireland,
SAENF,SOLAR ALLIANCE ENERGY NEW,Pink Limited,0.013500,0.042471,1000,Foreign Ordinary Shares,Canada,British Columbia
LNNTD,ION VIDEO LTD NEW,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Australia,Victoria
CVSGF,CVS GROUP PLC,Pink Limited,16.220000,,0,Foreign Ordinary Shares,United Kingdom,
PCPGY,PC PARTNER GRP U/ADR,Pink Limited,0.000000,,0,ADRs,China,Hong Kong
PCPPF,PC PARTNER GROUP LTD,Pink Limited,0.749700,,0,Foreign Ordinary Shares,China,Hong Kong
RFGPF,RETAIL FOOD GROUP LTD,Pink Limited,1.600000,,0,Foreign Ordinary Shares,Australia,Queensland
AIBGY,AIB GROUP PLC UNSP/ADR,Pink Limited,22.160000,0.004078,34870,ADRs,Ireland,
AIBRF,AIB GROUP PLC EUR 2.47,Pink Limited,10.995000,-0.004977,1866,Foreign Ordinary Shares,Ireland,
MONGF,MONTEGO RESOURCES INC,Pink Limited,0.060000,,0,Foreign Ordinary Shares,Canada,British Columbia
GETPF,GETECH GROUP PLC,Pink Limited,0.343170,,0,Foreign Ordinary Shares,United Kingdom,
CHLLF,CHINA LITERATURE LTD,Pink Limited,4.778700,,0,Foreign Ordinary Shares,,
CHLLY,CHINA LITERATURE LTD ADR,Pink Limited,4.100000,,0,ADRs,,
VRRCD,VR RESOURCES LTD ORD NEW,OTCQB,0.215340,-0.171769,201500,Foreign Ordinary Shares,Canada,British Columbia
LVZPF,LIVZON PHARMACEUTICAL GRP,Pink Limited,5.220000,,1,Foreign Ordinary Shares,China,
AYRWF,AYR WELLNESS INC,Pink Limited,0.021925,-0.086458,73304,Foreign Ordinary Shares,USA,Florida
AYWWF,AYR WELLNESS INC WTS,Pink Limited,0.001350,0.350000,775,Warrants,USA,Florida
LILAB,LIBERTY LATIN AMERICA B,Pink Limited,9.500000,,0,Common Stock,,
CBBHF,COBALT BLUE HLDGS,Pink Limited,0.057800,0.111538,149075,Foreign Ordinary Shares,Australia,New South Wales
PFFOF,PORTOFINO RESOURCES INC,Pink Limited,0.004100,,0,Foreign Ordinary Shares,Canada,British Columbia
VTEXF,DEVELOP GLOBAL LTD,Pink Limited,2.750000,,0,Foreign Ordinary Shares,Australia,Western Australia
CNMVF,CANOE MINING VENTURES,Pink Limited,0.000200,,0,Foreign Ordinary Shares,Canada,Ontario
NOPMF,NEO PERFORMANCE MATERIALS,OTCQX,14.640000,0.002225,19799,Foreign Ordinary Shares,Canada,Ontario
YZOFF,YANGTZE OPTICAL FIBRE&CBL,Pink Limited,7.560000,,0,Foreign Ordinary Shares,China,
SJRNF,ARCWEST EXPL INC,Pink Limited,0.120200,,0,Foreign Ordinary Shares,Canada,British Columbia
AMSLF,AUSTRALIAN MINES LTD NEW,Pink Limited,0.015850,,0,Foreign Ordinary Shares,Australia,Queensland
LINRF,LIONTOWN LIMITED,Pink Limited,1.510000,0.048611,5500,Foreign Ordinary Shares,,
FNNZF,FINCANNA CAPITAL CORP,Pink Limited,0.003600,,0,Foreign Ordinary Shares,Canada,British Columbia
CMLAF,CONNECTED MINERALS LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
SROYF,SAILFISH ROYALTY CORP,OTCQB,3.055000,-0.001634,53496,Foreign Ordinary Shares,British Virgin Islands,
MDTWF,MEDITERRANEAN TOWERS LTD,Pink Limited,2.150000,,0,Foreign Ordinary Shares,,
ALRGF,ANTLER GOLD INC,Pink Limited,0.031300,,0,Foreign Ordinary Shares,Canada,Nova Scotia
LSLGF,LASALLE LOGIPORT REIT,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
BMCLF,BAIC MTR CORP LTD,Pink Limited,0.245000,,0,Foreign Ordinary Shares,China,
VSSSF,VISIONSTATE CORP,Pink Limited,0.004200,,0,Foreign Ordinary Shares,Canada,Alberta
SATT,SATIVUS TECH CORP,Pink Limited,0.142450,0.459529,200,Common Stock,USA,Maryland
PASMF,PREMIER ASSET MGMT GROUP,Pink Limited,1.320000,,0,Foreign Ordinary Shares,United Kingdom,
NPPTF,NEPTUNE DIGITAL ASSETS,OTCQX,0.672260,-0.053288,194165,Foreign Ordinary Shares,Canada,British Columbia
SSBP,SSB BANCORP INC,OTCQX,12.500000,,0,Common Stock,USA,Pennsylvania
KUYAF,KUYA SILVER CORP,OTCQB,0.770000,-0.037353,1307468,Foreign Ordinary Shares,Canada,Ontario
ARDDF,ARDIDEN LTD,Pink Limited,0.005400,,0,Foreign Ordinary Shares,Australia,Western Australia
CCVTF,CHINA CONCH VENTURE HLDGS,Pink Limited,1.170000,,0,Foreign Ordinary Shares,China,
CRYYF,CHINA RAILWAY SIGNAL&COMM,Pink Limited,0.463900,,0,Foreign Ordinary Shares,China,
RHHMY,RHI MAGNESITA NV UNSP/ADR,Pink Limited,8.830000,,0,ADRs,Austria,
AUXXF,A2 GOLD CORP,OTCQX,0.832000,0.030851,253142,Foreign Ordinary Shares,Canada,British Columbia
HYMCW,HYCROFT MNG HLDG WTS,Pink Limited,48.000000,,8,Warrants,USA,Nevada
LTMCF,LITHIUM CHILE INC,Pink Limited,0.420050,-0.045341,9336,Foreign Ordinary Shares,Canada,Alberta
VACNY,VAT GROUP AG UNSP/ADR,Pink Limited,65.665000,-0.011051,23688,ADRs,Switzerland,
VTTGF,VAT GROUP LTD,Pink Limited,463.750000,,0,Foreign Ordinary Shares,Switzerland,
WHTCF,WELL HEALTH TECH CORP ORD,OTCQX,2.990000,-0.003333,64536,Foreign Ordinary Shares,Canada,British Columbia
DDWWF,DIVIDEND GROWTH SPLIT A,Pink Limited,5.940000,,0,Foreign Ordinary Shares,Canada,Ontario
ARRPY,AEROPORTS DE PARIS SA,Pink Limited,13.760000,,0,ADRs,France,
ALLDF,ALD S A,Pink Limited,13.550000,,0,Foreign Ordinary Shares,France,
NNXXY,NEXITY SA,Pink Limited,2.090000,,0,ADRs,France,
TTSRF,TARTISAN NICKEL CORP,OTCQB,0.295000,-0.019282,6300,Foreign Ordinary Shares,Canada,Ontario
GLIIF,GLACIER LAKE RESORCES,Pink Limited,0.015000,,0,Foreign Ordinary Shares,Canada,British Columbia
HDRPF,EPSILON HEALTHCARE LTD,Pink Limited,0.001400,,0,Foreign Ordinary Shares,Australia,New South Wales
QUEXF,Q2 METALS CORP,OTCQB,1.770000,-0.044070,35501,Foreign Ordinary Shares,Canada,British Columbia
DMGGF,DMG BLOCKCHAIN,OTCQB,0.195200,-0.071692,435169,Foreign Ordinary Shares,Canada,British Columbia
AMTFF,AMERITRUST FNCL TECHS INC,OTCQB,0.041720,,24,Foreign Ordinary Shares,Canada,Ontario
IDDWF,INDUTRADE AB,Pink Limited,26.450000,,0,Foreign Ordinary Shares,Sweden,
IDTRY,INDUTRADE AB UNSP/ADR,Pink Limited,12.500000,,0,ADRs,Sweden,
ZDGGF,ZOO DIGITAL GROUP PLC ORD,Pink Limited,0.098500,,0,Foreign Ordinary Shares,United Kingdom,
CLLFF,COLLINS FOODS LTD NWMKT,Pink Limited,6.900000,,0,Foreign Ordinary Shares,Australia,Queensland
CHKKF,CHAKANA COPPER CORP,OTCQB,0.100000,-0.027237,86750,Foreign Ordinary Shares,Canada,British Columbia
THHCF,TECHNO HORIZON CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
CFEBF,CIBANCO SA ENERGY INV TR,Pink Limited,0.940800,,0,Foreign Ordinary Shares,,
MPZZF,MPC CONTAINER SHIPS AS,Pink Limited,1.914000,0.026273,14901,Common Stock,Norway,
KNNNF,KAINOS GROUP PLC,Pink Limited,14.650000,,0,Foreign Ordinary Shares,United Kingdom,
CEJOF,CRESCO LTD ORD,Pink Limited,9.410000,,0,Foreign Ordinary Shares,Japan,
IDINF,IDI INSURANCE CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
KNXFF,VAULT STRATEGIC MINING CO,Pink Limited,0.331100,,0,Foreign Ordinary Shares,Canada,British Columbia
BRRDF,BORREGAARD ASA,Pink Limited,19.175000,,31,Foreign Ordinary Shares,Norway,
SVBT,SVB&T CORP,OTCQX,60.000000,,4,Common Stock,USA,Indiana
VIPRF,SILVER VIPER MINERALS CP,OTCQB,1.280000,-0.032867,121042,Foreign Ordinary Shares,Canada,British Columbia
JUGRF,JUGGERNAUT EXPL LTD,Pink Limited,1.430000,0.083333,115672,Foreign Ordinary Shares,Canada,British Columbia
NMBF,NMB FINL  CORP,OTCID,16.450000,,0,Common Stock,USA,New Jersey
BYLTF,BAYLIN TECHNOLOGIES INC,OTCQB,0.195560,,0,Foreign Ordinary Shares,Canada,Ontario
YUHNF,YUHAN CORPORATION,Pink Limited,0.000000,,0,Foreign Ordinary Shares,South Korea,
NRGYF,NEW ENERGY METALS CORP,OTCQB,0.217250,,0,Foreign Ordinary Shares,Canada,British Columbia
MURMF,MURCHISON MINERALS LTD,Pink Limited,0.306100,0.093214,5879,Foreign Ordinary Shares,Canada,Ontario
ROYUF,ROYAL UNIBREW A S,Pink Limited,73.110000,,0,Foreign Ordinary Shares,,
ROYUY,ROYAL UNIBREW U/ADR,Pink Limited,0.000000,,0,ADRs,,
APPEF,APPEN LTD,Pink Limited,0.580000,,0,Foreign Ordinary Shares,,
APXYY,APPEN LTD UNSP/ADR,Pink Limited,0.450150,0.452097,1000,ADRs,,
NOUMF,NOUMI LTD,Pink Limited,0.050000,,0,Foreign Ordinary Shares,,
MTLZF,METALL ZUG AG,Pink Limited,1203.500000,,0,Foreign Ordinary Shares,Switzerland,
SGHDY,SG HLDGSCO LTD UNSP/ADR,Pink Limited,9.825000,-0.054370,182,ADRs,Japan,
LDGYY,LANDIS GYR GROUP AG U/ADR,Pink Limited,17.040000,,0,ADRs,Switzerland,
ETCG,GRAYSCALE ETHRM CLSSIC TR,OTCQX,5.390000,-0.109091,198605,Common Stock,USA,Connecticut
PTMGF,L1 GROUP LTD,Pink Limited,0.900000,,0,Foreign Ordinary Shares,Australia,Victoria
CBGZF,CABRAL GOLD INC,OTCQX,0.517600,-0.045018,196607,Foreign Ordinary Shares,Canada,British Columbia
SRBZF,STRATEC BIOMED SYS AG NEW,Pink Limited,72.955100,,0,Foreign Ordinary Shares,Germany,
LLKKF,LAKE RESOURCES N L,OTCQB,0.064100,-0.150543,730955,Foreign Ordinary Shares,Australia,New South Wales
HHSSF,HUISHANG BANK CORP LTD H,Pink Limited,0.416500,,0,Foreign Ordinary Shares,China,
BLBLF,BILIBILI INC,Pink Limited,26.750100,,0,Common Stock,,
NLLSF,NEL ASA,Pink Limited,0.230300,,20,Foreign Ordinary Shares,Norway,
NLLSY,NEL ASA UNSP/ADR,Pink Limited,6.510000,,0,ADRs,Norway,
IMMFF,OMNI BRIDGEWAY LTD,Pink Limited,0.940000,,0,Foreign Ordinary Shares,Australia,New South Wales
FRDSF,4DS MEMORY LTD,Pink Limited,0.010000,,0,Foreign Ordinary Shares,Australia,Western Australia
GBBLF,PROVARIS ENERGY LTD,Pink Limited,0.001300,,0,Foreign Ordinary Shares,Australia,Western Australia
CHRNY,CHINA REINS GRP CORP ADR,Pink Limited,0.000000,,0,ADRs,,
CRYCY,CHINA RAILROAD SIG U/ADR,Pink Limited,4.395000,,0,ADRs,China,
IMMQF,IMMOBILIARE GRNDE DIST SL,Pink Limited,3.460000,,0,Foreign Ordinary Shares,,
FTZZF,CANADIAN PHOSPHATE LTD,Pink Limited,0.007000,,0,Foreign Ordinary Shares,Australia,Western Australia
USGDF,AMERICAN PACIFIC MNG,OTCQX,0.170900,-0.062791,1520740,Foreign Ordinary Shares,Canada,British Columbia
ZNNGY,ZHONGYUAN BK CO LTD U/ADR,Pink Limited,3.110000,,0,ADRs,,
NRHI,NATURAL RESOURCE HLDGS,Pink Limited,0.041768,,0,Common Stock,USA,Utah
STMM,STEMCELL HLDGS INC,Pink Limited,0.060000,,0,Common Stock,USA,New York
VCVVF,VATIC VENTURES CORP COM,Pink Limited,0.015240,,0,Foreign Ordinary Shares,Canada,British Columbia
JTKWY,JUST EAT TAKEAWY SP/ADR,Pink Limited,4.250000,-0.005848,1193,ADRs,The Netherlands,
ELLXF,ELIXINOL WELLNESS LTD,Pink Limited,0.003000,,12,Foreign Ordinary Shares,Australia,New South Wales
NDDLF,NEDERLANDSCHE APPARATEN,Pink Limited,71.210000,,0,Foreign Ordinary Shares,The Netherlands,
DELHY,DELIVERY HERO SE UNSP/ADR,Pink Limited,2.940000,-0.039216,81339,ADRs,Germany,
DLVHF,DELIVERY HERO AG NA,Pink Limited,30.730000,,0,Foreign Ordinary Shares,Germany,
AASZF,ATLANTIC SAPPHIRE AS,OTCQB,0.655000,,0,Foreign Ordinary Shares,USA,Florida
UMSSF,UMS HOLDINGS LTD,Pink Limited,1.180000,,0,Foreign Ordinary Shares,,
AUUMF,AUMANN AG ORD,Pink Limited,13.650000,,0,Foreign Ordinary Shares,Germany,
SLTCY,SILTRONIC AG UNSP/ADR,Pink Limited,6.020000,,0,ADRs,Germany,
SSLLF,SILTRONIC AG ORD,Pink Limited,64.030000,,0,Foreign Ordinary Shares,Germany,
BSFFF,BASIC-FIT N V ORD,Pink Limited,40.670000,,0,Foreign Ordinary Shares,,
OPPPF,OPEN HSE GROUP CO LTD,Pink Limited,53.930000,,0,Foreign Ordinary Shares,,
FGNV,FORGE INNOVATION DEV CORP,OTCQB,0.011100,,0,Common Stock,USA,California
AANNF,AROUNDTOWN SA ORD,Pink Limited,3.000000,,0,Foreign Ordinary Shares,,
ATWNY,AROUNDTOWN SA U/ADR,Pink Limited,0.000000,,0,ADRs,,
BICTF,BIOCURE TECHNOLOGY INC,Pink Limited,0.010000,,0,Foreign Ordinary Shares,Canada,British Columbia
PRRCF,PROCREDIT HOLDING AG,Pink Limited,12.060000,,0,Foreign Ordinary Shares,,
SCNFF,SCANFIL OYJ ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ATGGF,ACTINOGEN MED LTD,Pink Limited,0.040000,,0,Foreign Ordinary Shares,Australia,New South Wales
GRLVF,GROUP ELEVEN RES CORP,OTCQB,0.545000,0.014898,1262894,Foreign Ordinary Shares,Ireland,
PWRHF,PWR HOLDINGS LTD,Pink Limited,5.125000,,0,Foreign Ordinary Shares,,
DPXCF,DELPHX CAP MKTS INC,OTCQB,0.056300,,0,Foreign Ordinary Shares,Canada,Ontario
BNHUF,BONHEUR ASA,Pink Limited,21.506800,,0,Foreign Ordinary Shares,Norway,
GRSLF,GR SILVER MNG LTD,OTCQB,0.410000,-0.082774,1977754,Foreign Ordinary Shares,Canada,British Columbia
NRMRF,NORTH AMERICAN INC TRUST,Pink Limited,0.000000,,0,Foreign Ordinary Shares,United Kingdom,England
PFFEF,POOL SAFE INC,Pink Limited,0.003800,,0,Foreign Ordinary Shares,,
MRIRF,ROUTE 109 RESOURCES INC,OTCQB,0.080000,,0,Foreign Ordinary Shares,Canada,British Columbia
ULTHF,UNITED LITHIUM CORP,OTCQB,0.311500,0.084233,12015,Foreign Ordinary Shares,Canada,British Columbia
ATMTF,ANDRADA MINING LIMITED,OTCQB,0.061600,,0,Foreign Ordinary Shares,Guernsey,
SEMHF,SIEMENS HEALTHINEERS AG,Pink Limited,52.721200,0.000402,1031,Foreign Ordinary Shares,Germany,
SMMNY,SIEMENS HEALTHINEERS ADR,Pink Limited,25.270000,-0.002762,63704,ADRs,Germany,
STBBF,STRABAG SE VILLACH,Pink Limited,105.095000,,0,Foreign Ordinary Shares,,
MMDDF,MIRRIAD ADVERTISING LTD,Pink Limited,0.000200,,0,Foreign Ordinary Shares,United Kingdom,
GOTRF,GOLIATH RESOURCES LTD,OTCQB,1.890000,0.007570,375651,Foreign Ordinary Shares,Canada,Ontario
AEDFF,AEDIFICA SICAFI BRUXELLE,Pink Limited,87.780000,0.004635,107,Foreign Ordinary Shares,,
QNCCF,QUANTUM EMOTION CORP,OTCQB,3.740000,-0.031088,295026,Foreign Ordinary Shares,Canada,Quebec
CURLF,CURALEAF HLDGS INC,OTCQX,2.230000,-0.038793,1003040,Foreign Ordinary Shares,USA,Connecticut
BFGFF,GIANT MINING CORP,OTCID,0.161250,-0.016168,333657,Foreign Ordinary Shares,Canada,British Columbia
ATUUF,TENAZ ENERGY CORP,Pink Limited,28.329900,0.027190,8617,Foreign Ordinary Shares,Canada,Alberta
MZTFF,MIZRAHI TEFAHOT BANK LTD,Pink Limited,80.200000,,0,Foreign Ordinary Shares,,
SALRF,SALMAR ASA,Pink Limited,54.000000,,146,Foreign Ordinary Shares,Norway,
SALRY,SALMAR ASA UNSP/ADR,Pink Limited,14.977000,0.031474,4057,ADRs,Norway,
MPZAF,MIPS AB SHARE AK,Pink Limited,44.600000,,0,Foreign Ordinary Shares,,
MPZAY,MIPS AB ADS,Pink Limited,14.909075,,0,ADRs,,
BJTRF,BEIJING TONG REN TANG,Pink Limited,0.648400,,0,Foreign Ordinary Shares,China,Hong Kong
ELLH,ELAH HLDGS INC,OTCID,12.700000,-0.110722,600,Common Stock,USA,Texas
NNRRF,NRC GROUP ASA,Pink Limited,0.707400,,0,Foreign Ordinary Shares,Norway,
CSUI,CANNABIS SUISSE CORP,OTCID,0.006000,-0.047619,799,Common Stock,USA,Florida
HYEVF,HYUNDAI ELEVATOR CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,South Korea,
AAMMF,ALMADEX MINERALS LTD,Pink Limited,0.490000,0.088889,8766,Foreign Ordinary Shares,Canada,British Columbia
FDDMF,FDM GROUP PLC BRIGHTON,Pink Limited,1.600000,,0,Foreign Ordinary Shares,United Kingdom,
RGGLF,REGIONAL REIT LTD NEW,Pink Limited,0.260000,,0,Foreign Ordinary Shares,Guernsey,
TKKHF,TIKEHAU CAPITAL PARTNERS,Pink Limited,17.610000,,0,Foreign Ordinary Shares,France,
NVNBW,ENVVENO MEDICAL CP WT 26,Pink Limited,0.006600,,0,Warrants,USA,California
RAUMF,RHEON AUTO MACHINE CO LTD,Pink Limited,9.160000,,0,Foreign Ordinary Shares,Japan,
KASHF,INTELLABRIDGE TECH CORP,Pink Limited,0.016000,,0,Foreign Ordinary Shares,USA,Colorado
DVVDF,DIVIDEND SELECT 15 CORP,Pink Limited,5.164400,,0,Foreign Ordinary Shares,Canada,Ontario
EDVR,ENDEAVOR BANCORP,OTCQX,16.750000,,0,Common Stock,USA,California
ORFDF,ORECAP INVEST CORP,OTCQB,0.092000,0.141439,19000,Foreign Ordinary Shares,Canada,Ontario
BSFO,BANK OF SAN FRANCISCO,OTCQX,34.110000,,0,Common Stock,USA,California
GPPRF,CERRO DE PASCO RES INC,OTCQB,0.581600,-0.020875,668232,Foreign Ordinary Shares,Canada,Quebec
SXNTF,SIXTY NORTH GOLD MNG LTD,Pink Limited,0.281600,-0.001914,2600,Foreign Ordinary Shares,Canada,British Columbia
GYYMF,GYM GRP PLC ORD GBPO.0001,Pink Limited,1.900000,,0,Foreign Ordinary Shares,United Kingdom,
VCCTF,VICTORIA PLC,Pink Limited,0.412000,0.056410,350000,Foreign Ordinary Shares,United Kingdom,
FNNTF,FLATEXDEGIRO AG,Pink Limited,43.270000,,0,Foreign Ordinary Shares,Germany,
ADYEY,ADYEN NV UNSP/ADR,Pink Limited,15.260000,0.000000,521389,ADRs,The Netherlands,
ADYYF,ADYEN NV ORD,Pink Limited,1500.000000,-0.042711,66,Foreign Ordinary Shares,The Netherlands,
GRWXF,MOLTEN VENTURES PLC,Pink Limited,6.820000,,2,Foreign Ordinary Shares,United Kingdom,
GTBIF,GREEN THUMB INDUS SUB VTG,OTCQX,6.899900,-0.039011,666234,Foreign Ordinary Shares,USA,Illinois
MLLCF,MOLECULAR PARTNERS AG ORD,Pink Limited,2.250100,,0,Foreign Ordinary Shares,Switzerland,
TBCCF,TBC BANK GROUP PLC,Pink Limited,58.000000,,0,Foreign Ordinary Shares,Georgia,
NBVAF,NUBEVA TECH LTD,Pink Limited,0.116050,,0,Foreign Ordinary Shares,Canada,British Columbia
BOPCF,BIOPHARMA CR PLC,Pink Limited,0.909545,,1,Common Stock,,
MONTF,MONTFORT CAPITAL CORP,Pink Limited,0.003500,,0,Foreign Ordinary Shares,Canada,Ontario
OCIVF,OAKLEY CAPITAL INV LTD,Pink Limited,7.240000,,0,Foreign Ordinary Shares,,
PANHF,PING AN HLTHCRE &TECH CO,Pink Limited,1.875000,-0.062500,500,Foreign Ordinary Shares,,
PIAHY,PING AN HLTHCRE &TECH ADR,Pink Limited,4.400000,,0,ADRs,,
TBRIF,THERMA BRIGHT INC,OTCQB,0.047700,-0.131938,12550,Foreign Ordinary Shares,Canada,Ontario
CXXIF,C21 INVESTMENTS INC ORD,OTCQX,0.326540,0.008462,63450,Foreign Ordinary Shares,Canada,British Columbia
MGIDF,MAGNUM GOLDCORP INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Canada,British Columbia
PDLMF,PETRA DIAMONDS LTD NEW,Pink Limited,0.300000,,0,Foreign Ordinary Shares,Jersey,
GBDMF,GLOBAL DOMINION ACCESS SA,Pink Limited,3.260000,,0,Common Stock,Spain,
TTALF,TERVEYSTALO OY ORD,Pink Limited,8.950000,,0,Foreign Ordinary Shares,Finland,
ABDDF,AB DYNAMICS PLC,Pink Limited,16.800000,,0,Foreign Ordinary Shares,United Kingdom,
ATRRF,ALTAREA PARIS,Pink Limited,112.690000,,0,Foreign Ordinary Shares,,
MILFF,1CM INC,OTCQB,0.109800,-0.168591,300,Foreign Ordinary Shares,Canada,Ontario
KKRAF,KATAKURA INDSTRS CO LTD,Pink Limited,16.880000,,0,Foreign Ordinary Shares,Japan,
AVTBF,AVANT BRANDS INC,OTCQX,0.691400,0.068228,9455,Foreign Ordinary Shares,Canada,British Columbia
FRRDF,FRONTIER DEVS PLC ORD,Pink Limited,7.302500,,0,Foreign Ordinary Shares,United Kingdom,
